mu_GeV,log10_mu,g1_SM,g1_GUT,g2,g3,alpha1_GUT,alpha2,alpha3,alpha1_inv_GUT,alpha2_inv,alpha3_inv
100.0,2.0,0.357,0.4608850181986826,0.652,1.221,0.016903448618432473,0.03382870146406854,0.1186373572570322,59.15952552484134,29.56069718082909,8.429048177746097
125.89254117941675,2.1,0.3574636612153536,0.4614836022537982,0.6513318502658856,1.2022291499837103,0.016947384546003395,0.03375940374430983,0.11501769074190728,59.00615503740513,29.621376241532428,8.694314705412921
158.48931924611142,2.2,0.35792888506124443,0.4620842036562628,0.6506644410603465,1.1843112432150738,0.016991525860669612,0.033690253761623816,0.11161481416145225,58.85286631700959,29.682174764117942,8.959384177744429
199.52623149688807,2.3000000000000003,0.358395699255149,0.4626868581891847,0.6499978466696109,1.1671883973438608,0.017035875775966502,0.03362125896496778,0.10841067772881398,58.699653199558895,29.74308609448463,9.224183640853807
251.18864315095823,2.4000000000000004,0.3588641257210316,0.46329159415628,0.6493321334487878,1.1508048064120504,0.01708043696965346,0.03355242595243605,0.10538855991942371,58.54651153109749,29.80410422237727,9.488695934023237
316.22776601683825,2.5000000000000004,0.3593341864791837,0.4638984399856229,0.6486673632652408,1.1351086364394165,0.01712521214161794,0.03348376083104542,0.10253331340132989,58.39343721586872,29.865223474921656,9.752927773687158
398.1071705534977,2.6000000000000005,0.359805903416934,0.46450742393363326,0.6480035966191733,1.120049222453977,0.017170203992146322,0.03341526954103746,0.09983075457652599,58.240426290648706,29.92643823422986,10.016953234921637
501.18723362727303,2.7000000000000006,0.3602792968660808,0.46511857224854963,0.6473408844891672,1.1055839779057406,0.01721541508598594,0.03334695701656153,0.0972688113149537,58.087475382109226,29.987743694375382,10.280787710687939
630.9573444801943,2.8000000000000007,0.36075438642495344,0.46573191023170657,0.6466792723675815,1.091674931852674,0.017260847930127325,0.03327882760611948,0.09483678250534507,57.934581432386416,30.0491354994764,10.544431955435005
794.328234724283,2.900000000000001,0.3612311912670722,0.46634746263601223,0.6460188018685145,1.0782873046528367,0.017306505003006973,0.03321088524086263,0.09252500559285567,57.78174159521243,30.110609601264144,10.80788910622033
1000.000000000002,3.000000000000001,0.3617097301797385,0.4669652537157685,0.6453595110968643,1.0653891469271306,0.017352388758029,0.03314313347461484,0.09032473012479281,57.628953220477904,30.172162229800186,11.071165101942714
1258.92541179417,3.100000000000001,0.3621900215617677,0.46758530722374386,0.6447014345378465,1.0529514365243193,0.017398501623189025,0.03307557547445077,0.08822807807464675,57.47621385207003,30.23378990858224,11.334260269774145
1584.8931924611175,3.200000000000001,0.36267208358158115,0.46820764661526937,0.6440446045485897,1.0409468099240806,0.017444846016121427,0.03300821417555349,0.08622778162001368,57.32352117501427,30.2954893191592,11.597190385887156
1995.262314968885,3.300000000000001,0.36315593411955066,0.46883229497380585,0.643389050801502,1.0293500042791444,0.017491424338483486,0.03294105222539366,0.0843172196512133,57.170873031755654,30.35725735649446,11.859973610806914
2511.8864315095875,3.4000000000000012,0.36364159072175456,0.46945927495124296,0.6427347996071735,1.0181383487848308,0.017538238971394983,0.03287409191592907,0.08249046037857638,57.01826743443333,30.419091196719936,12.122613880570732
3162.277660168389,3.5000000000000013,0.3641290707763452,0.4700886089955889,0.6420818756602322,1.0072904069714836,0.017585292292342344,0.03280733536382221,0.08074200539791408,56.86570250728548,30.48098813604761,12.385127110378093
3981.0717055349855,3.6000000000000014,0.3646183913834187,0.47072031918297286,0.6414303005327993,0.9967871141434895,0.017632586662574674,0.03274078435753491,0.07906694632952892,56.71317652573965,30.542945736419462,12.647510071177907
5011.8723362727405,3.7000000000000015,0.3651095695596984,0.47135442748189016,0.6407800944896087,0.9866103636454828,0.01768012444682385,0.03267444054410857,0.07746071157096068,56.56068785079424,30.60496165649903,12.909770381904043
6309.573444801956,3.8000000000000016,0.365602622116087,0.47199095559512283,0.6401312754957076,0.9767437856163184,0.017727908001458997,0.032608305328790256,0.07591916966462536,56.408234965891104,30.667033748518303,13.171903807925224
7943.282347242846,3.9000000000000017,0.36609756582919883,0.47262992518118685,0.6394838604860604,0.9671717073934202,0.017775939691093187,0.03254238000547856,0.07443844689041951,56.255816422524205,30.72915993948963,13.43391811320426
10000.00000000004,4.000000000000002,0.36659441735676723,0.4732713577451236,0.6388378647018818,0.9578797111265263,0.017824221880418812,0.032476665689815144,0.07301499925041224,56.10343086553314,30.791338296579053,13.69581606883813
12589.254117941713,4.100000000000001,0.3670931932961432,0.47391527471402095,0.6381933021321923,0.9488542648693008,0.017872756939909758,0.0324111633649412,0.07164554059323147,55.95107701414582,30.853566986789772,13.957602828032432
15848.931924611174,4.200000000000001,0.3675939101887718,0.4745616974427927,0.6375501855064101,0.9400827165469211,0.017921547246302454,0.03234587388142109,0.07032702926494949,55.79875365986151,30.915844279427017,14.219283971637816
19952.62314968883,4.300000000000001,0.36809658452101107,0.47521064721523554,0.6369085263001805,0.9315533143715878,0.017970595182723655,0.03228079795850857,0.06905665956764746,55.646459665474374,30.978168547299497,14.48086261717317
25118.864315095823,4.4,0.3686012327628352,0.4758621452939948,0.6362683349633615,0.9232550205156114,0.018019903142523275,0.032215936207901925,0.06783182344894978,55.49419395269695,31.04053824624597,14.742342887960248
31622.776601683792,4.5,0.3691078714120807,0.4765162129776857,0.6356296212038186,0.9151772919315255,0.018069473533681428,0.032151289163001764,0.06665006956822368,55.341955488409994,31.102951888808064,15.00373527707109
